detection_id,sequence_id,class,order,family,genus,species,common_name,age,sex,group_number
cd12218,d70942s278,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12219,d70942s279,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12220,d70942s280,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12221,d70942s281,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12222,d70942s282,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,2
cd12223,d70942s283,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12224,d70942s284,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12225,d70942s285,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12226,d70942s286,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12227,d70942s287,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12228,d70942s288,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12229,d70942s289,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12230,d70942s290,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12231,d70942s291,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12232,d70942s292,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12233,d70942s293,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12234,d70942s294,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12235,d70942s295,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12236,d70942s296,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12237,d70942s297,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12238,d70942s298,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12239,d70942s299,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12240,d70942s300,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12241,d70942s301,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12242,d70942s302,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12243,d70942s303,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12244,d70942s304,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12245,d70942s305,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12246,d70942s306,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12247,d70942s307,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12248,d70942s308,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12249,d70942s309,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12250,d70942s310,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12251,d70942s311,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12252,d70942s312,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12253,d70942s313,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12254,d70942s314,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12255,d70942s315,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12256,d70942s316,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12257,d70942s317,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12258,d70942s318,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12259,d70942s319,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12260,d70942s320,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12261,d70942s321,Mammalia,Rodentia,Muridae,Rattus,rattus,House Rat,Unknown,Unknown,1
cd12262,d70942s322,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12263,d70942s323,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12264,d70942s324,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12265,d70942s325,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12266,d70942s326,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,2
cd12267,d70942s327,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12268,d70942s328,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12269,d70942s329,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12270,d70942s330,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12271,d70942s331,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12272,d70942s332,Mammalia,Carnivora,Canidae,Canis,familiaris,Domestic Dog,Unknown,Unknown,1
cd12273,d70942s333,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12274,d70942s335,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12275,d70942s336,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12276,d70942s338,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12277,d70942s339,Mammalia,Primates,Hominidae,Homo,sapiens,Human,Unknown,Unknown,1
cd12278,d70942s340,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12279,d70942s341,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12280,d70942s342,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,2
cd12281,d70942s343,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12282,d70942s344,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12283,d70942s345,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12284,d70942s346,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12285,d70942s347,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12286,d70942s348,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12287,d70942s349,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12288,d70942s350,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12289,d70942s351,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12290,d70942s352,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12291,d70942s353,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12292,d70942s354,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12293,d70942s355,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12294,d70942s356,Mammalia,Carnivora,Canidae,Canis,familiaris,Domestic Dog,Unknown,Unknown,1
cd12295,d70942s357,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12296,d70942s358,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12297,d70942s359,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12298,d70942s360,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,2
cd12299,d70942s361,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12300,d70942s362,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12301,d70942s363,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12302,d70942s364,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12303,d70942s365,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12304,d70942s366,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12305,d70942s367,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12306,d70942s368,Mammalia,Carnivora,Canidae,Canis,familiaris,Domestic Dog,Unknown,Unknown,1
cd12307,d70942s369,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12308,d70942s370,Mammalia,Rodentia,Muridae,Rattus,rattus,House Rat,Unknown,Unknown,1
cd12309,d70942s371,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12310,d70942s372,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12311,d70942s373,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12312,d70942s374,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12313,d70942s375,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12314,d70942s377,Mammalia,Rodentia,Muridae,Rattus,rattus,House Rat,Unknown,Unknown,1
cd12315,d70942s378,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12316,d70942s379,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12317,d70942s380,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12318,d70942s381,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Northern Raccoon,Unknown,Unknown,1
cd12319,d70942s382,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12320,d70942s383,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12321,d70942s384,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,2
cd12322,d70942s385,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12323,d70942s386,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12324,d70942s387,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12325,d70942s388,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12326,d70942s389,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Northern Raccoon,Unknown,Unknown,2
cd12327,d70942s390,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Northern Raccoon,Unknown,Unknown,1
cd12328,d70942s392,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12329,d70942s393,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12330,d70942s394,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Camera Trapper,Unknown,Unknown,1
cd12331,sewa1005,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel, , ,1
cd12332,sewa1006,Mammalia,Carnivora,Canidae,Canis,familiaris,Domestic Dog, , ,1
cd12333,sewa1007,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Virginia Opossum,Unknown,Unknown,1
cd12334,sewa1008,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Virginia Opossum,Unknown,Unknown,1
cd12335,sewa1009,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Virginia Opossum,Unknown,Unknown,1
cd12336,sewa1010,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12337,sewa1011,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Unknown,Unknown,1
cd12338,sewa1012,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Unknown,Unknown,2
cd12339,sewa1013,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Unknown,Unknown,1
cd12340,sewa1014,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Unknown,Unknown,1
cd12341,sewa1015,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Virginia Opossum,Unknown,Unknown,1
cd12342,sewa1016,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12343,sewa1017,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12344,sewa1018,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12345,sewa1019,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Unknown,Unknown,3
cd12346,sewa1020,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Northern Raccoon,Unknown,Unknown,3
cd12347,sewa1021,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Northern Raccoon,Unknown,Unknown,1
cd12348,sewa1022,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12349,sewa1023,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Virginia Opossum,Unknown,Unknown,1
cd12350,sewa1024,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12351,sewa1025,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Northern Raccoon,Unknown,Unknown,3
cd12352,sewa1026,Mammalia,Carnivora,Felidae,Felis,catus,Domestic Cat,Unknown,Unknown,1
cd12353,sewa1027,Mammalia,Carnivora,Felidae,Felis,catus,Domestic Cat,Unknown,Unknown,1
cd12354,sewa1028,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12355,sewa1029,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12356,sewa1030,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Virginia Opossum,Unknown,Unknown,1
cd12357,sewa1031,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12358,sewa1032,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12359,sewa1033,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12360,sewa1034,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Unknown,Unknown,2
cd12361,sewa1035,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Unknown,Unknown,1
cd12362,sewa1036,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Unknown,Unknown,3
cd12363,sewa1037,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Unknown,Unknown,2
cd12364,sewa1038,Mammalia,Carnivora,Felidae,Felis,catus,Domestic Cat,Unknown,Unknown,1
cd12365,sewa1039,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Unknown,Unknown,2
cd12366,sewa1040,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12367,sewa1041,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Virginia Opossum,Unknown,Unknown,1
cd12368,sewa1042,Mammalia,Carnivora,Felidae,Lynx,rufus,Bobcat,Unknown,Unknown,1
cd12369,sewa1043,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12370,sewa1044,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12371,sewa1045,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12372,sewa1046,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Virginia Opossum,Unknown,Unknown,1
cd12373,sewa1047,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12374,sewa1048,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12375,sewa1049,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12376,sewa1050,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12377,sewa1051,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12378,sewa1052,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12379,sewa1053,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12380,sewa1054,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12381,sewa1055,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Virginia Opossum,Unknown,Unknown,1
cd12382,sewa1056,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Northern Raccoon,Unknown,Unknown,1
cd12383,sewa1057,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Virginia Opossum,Unknown,Unknown,1
cd12384,sewa1058,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12385,sewa1059,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Virginia Opossum,Unknown,Unknown,1
cd12386,sewa1060,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12387,sewa1061,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12388,sewa1062,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12389,sewa1063,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12390,sewa1064,Mammalia,Carnivora,Felidae,Felis,catus,Domestic Cat,Unknown,Unknown,1
cd12391,sewa1065,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Virginia Opossum,Unknown,Unknown,1
cd12392,sewa1066,Mammalia,Carnivora,Felidae,Felis,catus,Domestic Cat,Unknown,Unknown,1
cd12393,sewa1066,Mammalia, , , , ,Mammal,Unknown,Unknown,1
cd12394,sewa1067,Mammalia,Carnivora,Felidae,Felis,catus,Domestic Cat,Unknown,Unknown,1
cd12395,sewa1068,Mammalia,Carnivora,Felidae,Felis,catus,Domestic Cat,Unknown,Unknown,1
cd12396,sewa1069,Mammalia,Carnivora,Felidae,Felis,catus,Domestic Cat,Unknown,Unknown,1
cd12397,sewa1069,Mammalia, , , , ,Mammal,Unknown,Unknown,1
cd12398,sewa1070,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12399,sewa1071,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12400,sewa1072,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12401,sewa1073,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12402,sewa1074,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12403,sewa1075,Mammalia,Carnivora,Canidae,Canis,familiaris,Domestic Dog,Unknown,Unknown,1
cd12404,sewa1075,Mammalia,Primates,Hominidae,Homo,sapiens,Human,Unknown,Unknown,1
cd12405,sewa1076,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12406,sewa1077,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12407,sewa1078,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12408,sewa1079,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12409,sewa1080,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12410,sewa1081,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12411,sewa1082,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12412,sewa1083,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12413,sewa1084,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12414,sewa1085,Mammalia,Carnivora,Felidae,Felis,catus,Domestic Cat,Unknown,Unknown,1
cd12415,sewa1086,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12416,sewa1087,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12417,sewa1088,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12418,sewa1089,Mammalia,Carnivora,Felidae,Felis,catus,Domestic Cat,Unknown,Unknown,1
cd12419,sewa1090,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Virginia Opossum,Unknown,Unknown,1
cd12420,sewa1091,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12421,sewa1092,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Northern Raccoon,Unknown,Unknown,1
cd12422,sewa1093,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Northern Raccoon,Unknown,Unknown,1
cd12423,sewa1094,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12424,sewa1095,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12425,sewa1096,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12426,sewa1097,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12427,sewa1098,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12428,sewa1099,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Northern Raccoon,Unknown,Unknown,1
cd12429,sewa1100,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Virginia Opossum,Unknown,Unknown,1
cd12430,sewa1101,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12431,sewa1102,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12432,sewa1103,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12433,sewa1104,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12434,sewa1105,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12435,sewa1106,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Virginia Opossum,Unknown,Unknown,1
cd12436,sewa1107,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12437,sewa1108,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12438,sewa1109,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12439,sewa1110,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Virginia Opossum,Unknown,Unknown,1
cd12440,sewa1111,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Virginia Opossum,Unknown,Unknown,1
cd12441,sewa1112,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Northern Raccoon,Unknown,Unknown,3
cd12442,sewa1113,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Northern Raccoon,Unknown,Unknown,2
cd12443,sewa1114,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Virginia Opossum,Unknown,Unknown,1
cd12444,sewa1115,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Unknown,Unknown,3
cd12445,sewa1116,Mammalia,Carnivora,Canidae,Canis,familiaris,Domestic Dog,Unknown,Unknown,1
cd12446,sewa1117,Mammalia,Carnivora,Canidae,Canis,familiaris,Domestic Dog,Unknown,Unknown,1
